# AVERTISSEMENT: Ce jeu de données est en cours de construction et d'amélioration.
# Il ne doit pas engager la responsabilité de l'ANSSI et est fourni à des fins de développement uniquement.
#
REF Guide,REF Question,Question type,Tags,REF Réponse,Réponse envisagée,Numéro page (lecteur),Localisation paragraphe,Réponse Bot,Note réponse (/10),Commentaire Note
GWEB,GWEB.Q.8,Puis-je utiliser le caractère '*' comme valeur d'en-tête de réponse Access-Control-Allow-Origin ?,Complexe,GWEB.R.8,"Cela est déconseillée. L’utilisation du caractère générique « * » comme valeur pour l’en-tête de réponse Access-Control-Allow-Origin est dangereuse dans le cas d’une application d’intranet. En effet, cela revient à autoriser tout site web à requêter cette application, et permet donc l’utilisation du navigateur d’un employé comme relais pour attaquer une application interne depuis internet.
Pour cette raison entre autres, une ressource HTTP qui déclare supporter des requêtes authentifiées (Access-Control-Allow-Credentials à true) ne peut pas positionner Access-Control-Allow-Origin à « * », car cela fera échouer le preflight. Une requête authentifiée désigne ici une requête qui comporte des identifiants utilisateur, sous la forme de cookies, en-tête Authorization, ou certificat client.",51,Cinquième paragraphe,,,
GWEB,GWEB.Q.9,Pourquoi positionner l'attribut crossorigin à anonymous lorsque la récupération ne nécessite pas d'authentification ?,Usuelle,GWEB.R.9,Cela permet de limiter l’exposition des authentifiants et de préserver la confidentialité des utilisateurs.,52,Quatrième paragraphe,,,
GWEB,GWEB.Q.10,Comment sécuriser l'ouverture de nouvelle fenêtres ?,Usuelle,GWEB.R.10,"Il est recommandé de sécuriser systématiquement l’ouverture de nouvelles fenêtres :
- en HTML par l’utilisation de l’attribut rel=""noopener"" dès lors que l’attribut target est utilisé pour un lien ;
- en JavaScript par l’utilisation de l’option noopener dès lors que le second paramètre target est utilisé dans la commande window.open.

De plus, il est recommandé de définir une stratégie Cross-Origin-Opener-Policy stricte afin de garantir l’isolation du contexte de navigation lors de l’ouverture de fenêtres : Cross-Origin-Opener-Policy : same-origin",55,Premier et cinquième paragraphes,,,
GWEB,GWEB.Q.11,Comment au mieux maîtriser les composants logiciels de mes sites web ?,Usuelle,GWEB.R.11,"Il est recommandé de :
- Limiter les composants logiciels tiers;
- Maintenir à jour les composants logiciels tiers utilisés;
- Ne pas modifier le cœur des composants logiciels tiers utilisés.",67,Cinquième à septième paragraphes,,,
GWEB,GWEB.Q.12,Combien de recommandations le guide sur la sécurisation des sites web de l'ANSS comporte-t-il ?,Usuelle,GWEB.R.12,63 recommandations.,"70
71","70 - TOUT
71 - TOUT",,,
GSNC,GSNC.Q.1,A qui s'applique le référentiel SecNumCloud ?,Usuelle,GSNC.R.1,"Le référentiel s'applique au prestataires SaaS, PaaS, CaaS et IaaS.",11,Deuxième à cinquième paragraphes,,,
GSNC,GSNC.Q.2,Est-ce que la conformité au référentiel SecNumcloud atteste la conformité à la PSSI-E ?,Complexe,GSNC.R.2,Non.,14,Deuxième parapgrahe,,,
GSNC,GSNC.Q.3,Quelles sont les mesures liées à la séparation des tâches pour les prestataires SecNumCloud ?,Usuelle,GSNC.R.3,"Le prestataire doit identifier les risques associés à des cumuls de responsabilités ou de tâches, les prendre en compte dans l’appréciation des risques et mettre en œuvre des mesures de réduction de ces risques. ",17,Neuvième paragraphe,,,
GSNC,GSNC.Q.4,Qu'est-ce que doit faire un prestataire en plus de rendre accessible les sanctions encourues à un commanditaire (si demandé) sur le sujet du processus disciplinaire ?,Usuelle,GSNC.R.4,Le prestataire doit documenter et mettre en œuvre un processus disciplinaire applicable à l’ensemble des personnes impliquées dans la fourniture du service ayant enfreint la politique de sécurité.,20,Troisième paragraphe,,,
GSNC,GSNC.Q.5,Est-ce qu'un prestataire SecNumCloud est aubliger de prévoir le blocage des comptes de son helpdesk interne ?,Usuelle,GSNC.R.5,"Oui, tout mécanisme d’authentification doit prévoir le blocage d’un compte après un nombre limité de tentatives infructueuses.",23,Sixième paragraphe,,,
GSNC,GSNC.Q.6,L'interface d'administration que j'utilise est la même que celle que je fournis à mon client. Est-ce que cela pose un problème si je veux passer la qualif SecNumCloud en tant que fournisseur de PaaS ?,Complexe,GSNC.R.6,"Cela est en non conformité avec le référentiel SecNumCloud. En effet, les interfaces d’administration mises à disposition des commanditaires doivent être distinctes des interfaces d’administration utilisées par le prestataire.",23,Dixième paragraphe,,,
GSNC,GSNC.Q.7,Quelles règles dois-je suivre sur la méthode de chiffrement à appliquer aux données stockées en tant que prestataire SecNumCloud ? ,Usuelle,GSNC.R.7,"En tant que prestataire SecNumCloud, il est obligatoire de suivre les règles et recommandations concernant la gestion des clés utilisées dans des mécanismes cryptographiques de l'ANSSI (version en vigeur).",26,"Deuxième et troisième paragraphes
",,,
GSNC,GSNC.Q.8,Quelle est la règle à suivre sur les certificats de clé publique pour un prestataire SecNumCloud ? Et est-ce obligatoire pour un prestataire non qualifié ?,Complexe,GSNC.R.8,"Un prestataire qualifié SecNumCloud doit, sur son infrastructure technique, utiliser exclusivement des certificats de clé publique issus d’une autorité de certification d’un État membre de l’Union Européenne (les cérémonies de génération des clés maîtresses doivent avoir lieu dans un pays membre de l’Union Européenne et en présence du prestataire).

Cela n'est pas obligatoire pour un prestataire non qualifié, mais constitue une bonne pratique de sécurité pouvant être appliquée.",27,Huitième paragraphe,,,
GSNC,GSNC.Q.9,Qu'est-ce qu'une zone physique sensible au sens SecNumCloud ?,Usuelle,GSNC.R.9,"Une zone physique sensible au sens du référentiel SecNumCloud est une zone réservées à l’hébergement du système d’information de production du service hors postes d’administration, d’exploitation et de supervision.",28,Cinquième paragraphe,,,
GSNC,GSNC.Q.10,Quelles sont les obligations pour un prestataire SecNumCloud en terme de sortie des actifs ?,Usuelle,GSNC.R.10,"Le prestataire doit documenter et mettre en œuvre une procédure de transfert hors site de données du commanditaire, équipements et logiciels. Cette procédure doit nécessiter que la direction du prestataire donne son autorisation écrite. Dans tous les cas, le prestataire doit mettre en œuvre les moyens permettant de garantir que le niveau de protection en confidentialité et en intégrité des actifs durant leur transport est équivalent à celui sur site.",30,Douzième paragraphe,,,
GSNC,GSNC.Q.11,Quelles sont les traces que doit conserver un prestataire SNC ? ,Usuelle,GSNC.R.11,"Le prestataire doit générer et collecter les événements suivants :
- les activités des utilisateurs liées à la sécurité de l’information ;
- la modification des droits d’accès dans le périmètre de sa responsabilité ;
- les événements issus des mécanismes de lutte contre les codes malveillants (voir chapitre ;
- les exceptions ;
- les défaillances ;
- tout autre événement lié à la sécurité de l’information.",33,Quatrième paragraphe,,,
GSNC,GSNC.Q.12,Selon quoi un prestataire SCN doit il mettre en oeuvre les mesures de cloisonnement ?,Complexe,GSNC.R.12,"Le prestataire doit documenter et mettre en œuvre, pour le système d’information du service, les mesures de cloisonnement (logique, physique ou par chiffrement) pour séparer les flux réseau selon :
- la sensibilité des informations transmises ;
- la nature des flux (production, administration, supervision, etc.) ;
- le domaine d’appartenance des flux (des commanditaires – avec distinction par commanditaire ou ensemble de commanditaires, du prestataire, des tiers, etc.) ;
- le domaine technique (traitement, stockage, etc.).",37,Troisième paragraphe,,,
GSNC,GSNC.Q.13,Qu'est-ce que doit mettre en oeuvre un prestataire SCN en terme de dev externalisé ?,Complexe,GSNC.R.13,Le prestataire doit documenter et mettre en œuvre une procédure permettant de superviser et de contrôler l’activité de développement externalisé des logiciels et des systèmes. Cette procédure doit s’assurer que l’activité de développement externalisé soit conforme à la politique de développement sécurisé du prestataire et permette d’atteindre un niveau de sécurité du développement externe équivalent à celui d’un développement interne.,39,Neuvième paragraphe,,,
GSNC,GSNC.Q.14,Comment un prestataire SCN doit-il protéger les données de test ?,Usuelle,GSNC.R.14,"Le prestataire doit :
- Documenter et mettre en œuvre une procédure permettant d’assurer l’intégrité des données de tests utilisés en pré-production ;
- S'il souhaite utilisé des données du commanditaire issues de la production, le prestataire doit préalablement obtenir l’accord du commanditaire et les anonymiser en s'assurant de leur confidentialité.",40,Premier et deuxième paragraphes,,,
GSNC,GSNC.Q.15,Que dois faire un prestataire qualifié SCN en terme de surveillance de ses tiers ? ,Usuelle,GSNC.R.15,Le prestataire doit documenter et mettre en œuvre une procédure permettant de contrôler régulièrement les mesures mises en place par les tiers participant à la mise en œuvre du service pour respecter les exigences SecNumCloud.,41,Sixième paragraphe,,,
GSNC,GSNC.Q.16,Comment un prestataire SecNumCloud doit-il traiter les incidents de sécurité ?,Complexe,GSNC.R.16,"un prestataire SecNumCloud doit :
- Traiter les incidents de sécurité jusqu’à leur résolution et doit informer les commanditaires conformément aux procédures ;
- Archiver les documents détaillant les incidents de sécurité.

Il lui ai aussi recommandé de faire appel à un prestataire de réponse aux incidents de sécurité qualifié. ","42
43","42 - Dixième paragraphe
43 - Premier et deuxième paragraphe",,,
GSNC,GSNC.Q.17,Comment le prestataire qualifié SCN met-il en oeuvre la continuité d'activité ?,Usuelle,GSNC.R.17,Le prestataire doit documenter et mettre en œuvre des procédures permettant de maintenir ou de restaurer l’exploitation du service et d’assurer la disponibilité des informations au niveau et dans les délais pour lesquels le prestataire s’est engagé vis-à-vis du commanditaire dans la convention de service.,44,Troisième paragraphe,,,
GSNC,GSNC.Q.18,Quels audit lors d'un changement majeur doit réaliser un prestataire SCN ?,Usuelle,GSNC.R.18,"Un prestataire SecNumCloud doit réaliser une revue indépendante par un prestataire qualifié PASSI comprenant en particulier les activités d'audit suivantes :
- audit d’architecture ;
- audit organisationnel et physique ;
- audit de la configuration de l’infrastructure technique du service ;
- un test d’intrusion portant sur les interfaces d'administration du service mises à disposition des commanditaires ;
- Pour un service de type SaaS, un test d'intrusion sur l'interface mise à disposition des utilisateurs finaux ainsi qu'un audit du code source sur les fonctionnalités de sécurité implémentées (si le SaaS rend un service de sécurité de l'information, une certification produit dédiée est nécessaire).",46,Troisième paragraphe,,,
